"","Estimate","Lower","Upper","analysis","modelForm","stepDist","turnDist","availablePerStep","branches","species","indi","tf","td","sigColour"
"ssfOUT_30_0.5_1_BADGER.8",0.139073109360493,-0.266833347408052,0.544979566129038,"ssf","mf.is","gamma","unif",50,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.9",0.102629746786452,-0.30391266298553,0.509172156558434,"ssf","mf.is","gamma","unif",158,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.10",0.0868363358467517,-0.315593637746335,0.489266309439838,"ssf","mf.is","gamma","unif",500,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.11",-0.257035015136488,-0.717181999561956,0.20311196928898,"ssf","mf.is","exp","vonmises",5,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.12",0.116713112073829,-0.30492202162568,0.538348245773339,"ssf","mf.is","exp","vonmises",15,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.13",0.0396883080548476,-0.373686529244129,0.453063145353824,"ssf","mf.is","exp","vonmises",50,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.14",0.125616344427112,-0.283192856928228,0.534425545782451,"ssf","mf.is","exp","vonmises",158,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.15",0.089475348015847,-0.316046941735889,0.494997637767583,"ssf","mf.is","exp","vonmises",500,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.16",-0.0177172711608548,-0.443505503247075,0.408070960925365,"ssf","mf.is","exp","unif",5,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.17",0.142680844949641,-0.280693316067255,0.566055005966537,"ssf","mf.is","exp","unif",15,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.18",0.123791216395415,-0.287396470085651,0.534978902876481,"ssf","mf.is","exp","unif",50,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.19",0.0550139262778474,-0.35098854304768,0.461016395603375,"ssf","mf.is","exp","unif",158,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.20",0.10692223439999,-0.299740447976443,0.513584916776423,"ssf","mf.is","exp","unif",500,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.21",-0.0563470720196326,-0.516051504971542,0.403357360932276,"ssf","mf.ss","gamma","vonmises",5,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.22",0.179739852185838,-0.225983121713275,0.58546282608495,"ssf","mf.ss","gamma","vonmises",15,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.23",0.235810596865914,-0.168658911512691,0.640280105244519,"ssf","mf.ss","gamma","vonmises",50,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.24",0.13190038162245,-0.269554240215503,0.533355003460402,"ssf","mf.ss","gamma","vonmises",158,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.25",0.116589049388558,-0.28630057521857,0.519478673995686,"ssf","mf.ss","gamma","vonmises",500,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.26",0.0930417780302921,-0.329650671122911,0.515734227183495,"ssf","mf.ss","gamma","unif",5,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.27",0.173839459631849,-0.235007633010214,0.582686552273911,"ssf","mf.ss","gamma","unif",15,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.28",0.147874064856535,-0.257838212278186,0.553586341991256,"ssf","mf.ss","gamma","unif",50,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.29",0.110300510467253,-0.295869122173238,0.516470143107744,"ssf","mf.ss","gamma","unif",158,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.30",0.0912499265285034,-0.311003550216626,0.493503403273633,"ssf","mf.ss","gamma","unif",500,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.31",-0.209262130824487,-0.657545929926419,0.239021668277445,"ssf","mf.ss","exp","vonmises",5,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.32",0.0549413226989707,-0.353075235389993,0.462957880787935,"ssf","mf.ss","exp","vonmises",15,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.33",0.0611518914857167,-0.347055984037865,0.469359767009299,"ssf","mf.ss","exp","vonmises",50,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.34",0.0696944841986789,-0.33692886646583,0.476317834863188,"ssf","mf.ss","exp","vonmises",158,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.35",0.0272094633677411,-0.374912188150711,0.429331114886193,"ssf","mf.ss","exp","vonmises",500,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.36",0.103868311490223,-0.308703687117693,0.516440310098138,"ssf","mf.ss","exp","unif",5,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.37",0.0423503735948142,-0.364307546882716,0.449008294072345,"ssf","mf.ss","exp","unif",15,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.38",0.0903899956273746,-0.314045263259854,0.494825254514603,"ssf","mf.ss","exp","unif",50,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.39",0.0496517950826131,-0.3495071576475,0.448810747812726,"ssf","mf.ss","exp","unif",158,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_BADGER.40",0.00328444649139396,-0.399154384247366,0.405723277230154,"ssf","mf.ss","exp","unif",500,"ssfOUT_30_0.5_1_BADGER","BADGER",1,2,30,"no effect"
"ssfOUT_30_0.5_1_VULTURE.1",0.538595837478108,0.119919259524463,0.957272415431753,"ssf","mf.is","gamma","vonmises",5,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.2",0.416291197464183,0.0144077187069996,0.818174676221366,"ssf","mf.is","gamma","vonmises",15,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.3",0.493812149747695,0.09264921696477,0.894975082530621,"ssf","mf.is","gamma","vonmises",50,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.4",0.593120976589874,0.194637766073914,0.991604187105834,"ssf","mf.is","gamma","vonmises",158,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.5",0.559496561281544,0.161418329394088,0.957574793169001,"ssf","mf.is","gamma","vonmises",500,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.6",0.641052974891942,0.207596756375148,1.07450919340874,"ssf","mf.is","gamma","unif",5,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.7",0.29898991011011,-0.113152459866554,0.711132280086774,"ssf","mf.is","gamma","unif",15,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"no effect"
"ssfOUT_30_0.5_1_VULTURE.8",0.523932579416475,0.124653617118865,0.923211541714086,"ssf","mf.is","gamma","unif",50,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.9",0.552588751523793,0.155037918328171,0.950139584719416,"ssf","mf.is","gamma","unif",158,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.10",0.566757843070929,0.169048805228129,0.96446688091373,"ssf","mf.is","gamma","unif",500,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.11",0.703992584068338,0.278399780608158,1.12958538752852,"ssf","mf.is","exp","vonmises",5,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.12",0.503790207905537,0.097010332103487,0.910570083707587,"ssf","mf.is","exp","vonmises",15,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.13",0.607229897031186,0.204465607869101,1.00999418619327,"ssf","mf.is","exp","vonmises",50,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.14",0.524728972124126,0.125958173446877,0.923499770801375,"ssf","mf.is","exp","vonmises",158,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.15",0.548100222003053,0.151387643259615,0.944812800746491,"ssf","mf.is","exp","vonmises",500,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.16",0.734039697143682,0.294904101020604,1.17317529326676,"ssf","mf.is","exp","unif",5,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.17",0.50051114607605,0.0933579636599119,0.907664328492188,"ssf","mf.is","exp","unif",15,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.18",0.585578431815222,0.18827827864506,0.982878584985384,"ssf","mf.is","exp","unif",50,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.19",0.574142888602739,0.172845626778689,0.97544015042679,"ssf","mf.is","exp","unif",158,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.20",0.535171647704274,0.138315600061625,0.932027695346923,"ssf","mf.is","exp","unif",500,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.21",0.533414199961197,0.114336074757107,0.952492325165287,"ssf","mf.ss","gamma","vonmises",5,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.22",0.414041456102945,0.011603134193108,0.816479778012782,"ssf","mf.ss","gamma","vonmises",15,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.23",0.466572420835076,0.0653352781206613,0.867809563549492,"ssf","mf.ss","gamma","vonmises",50,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.24",0.572612580149151,0.173999086985395,0.971226073312907,"ssf","mf.ss","gamma","vonmises",158,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.25",0.539671650861791,0.141711986434227,0.937631315289356,"ssf","mf.ss","gamma","vonmises",500,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.26",0.632093541733036,0.199507896271902,1.06467918719417,"ssf","mf.ss","gamma","unif",5,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.27",0.280772657100582,-0.131190219903805,0.69273553410497,"ssf","mf.ss","gamma","unif",15,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"no effect"
"ssfOUT_30_0.5_1_VULTURE.28",0.512278531848873,0.112885935960974,0.911671127736773,"ssf","mf.ss","gamma","unif",50,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.29",0.545738159197142,0.148042461281059,0.943433857113226,"ssf","mf.ss","gamma","unif",158,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.30",0.556576219975787,0.158759834186885,0.954392605764689,"ssf","mf.ss","gamma","unif",500,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.31",0.648526054065719,0.224379732294168,1.07267237583727,"ssf","mf.ss","exp","vonmises",5,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.32",0.460791914335824,0.0505297345330776,0.87105409413857,"ssf","mf.ss","exp","vonmises",15,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.33",0.542338400374194,0.136935747755405,0.947741052992983,"ssf","mf.ss","exp","vonmises",50,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.34",0.516501474241849,0.114797977285123,0.918204971198576,"ssf","mf.ss","exp","vonmises",158,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.35",0.535567347667969,0.13585742721179,0.935277268124148,"ssf","mf.ss","exp","vonmises",500,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.36",0.753465267789657,0.316583721394582,1.19034681418473,"ssf","mf.ss","exp","unif",5,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.37",0.518724308186066,0.111791642384085,0.925656973988047,"ssf","mf.ss","exp","unif",15,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.38",0.557769239241682,0.158782320046275,0.956756158437089,"ssf","mf.ss","exp","unif",50,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.39",0.547460303203422,0.144041628670286,0.950878977736557,"ssf","mf.ss","exp","unif",158,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_VULTURE.40",0.517238449657407,0.117209808815413,0.917267090499402,"ssf","mf.ss","exp","unif",500,"ssfOUT_30_0.5_1_VULTURE","VULTURE",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.1",1.10870239311152,0.427150947787954,1.79025383843509,"ssf","mf.is","gamma","vonmises",5,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.2",1.25924619932302,0.573199669751261,1.94529272889478,"ssf","mf.is","gamma","vonmises",15,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.3",1.24292082790429,0.541582633660419,1.94425902214816,"ssf","mf.is","gamma","vonmises",50,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.4",1.31658223010255,0.631334541138572,2.00182991906654,"ssf","mf.is","gamma","vonmises",158,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.5",1.18716060923907,0.509799115770969,1.86452210270718,"ssf","mf.is","gamma","vonmises",500,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.6",1.20377042456712,0.481466014888633,1.92607483424561,"ssf","mf.is","gamma","unif",5,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.7",1.25653111017436,0.577068562266442,1.93599365808228,"ssf","mf.is","gamma","unif",15,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.8",1.17414113089287,0.473550870163234,1.8747313916225,"ssf","mf.is","gamma","unif",50,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.9",1.25037371185447,0.575475804321689,1.92527161938724,"ssf","mf.is","gamma","unif",158,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.10",1.19581921357772,0.521623801952773,1.87001462520266,"ssf","mf.is","gamma","unif",500,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.11",1.41067433040757,0.553993493449233,2.26735516736591,"ssf","mf.is","exp","vonmises",5,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.12",0.902358205066322,0.205562630438602,1.59915377969404,"ssf","mf.is","exp","vonmises",15,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.13",0.962163166794496,0.244452549128925,1.67987378446007,"ssf","mf.is","exp","vonmises",50,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.14",1.167441428107,0.483262197893584,1.85162065832041,"ssf","mf.is","exp","vonmises",158,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.15",1.23851732807543,0.543145854675513,1.93388880147534,"ssf","mf.is","exp","vonmises",500,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.16",1.61786691255686,0.645007081274936,2.59072674383879,"ssf","mf.is","exp","unif",5,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.17",1.26028227803259,0.518783150184818,2.00178140588037,"ssf","mf.is","exp","unif",15,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.18",1.09336392086127,0.400940875269155,1.78578696645339,"ssf","mf.is","exp","unif",50,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.19",1.14182444490757,0.448118396594559,1.83553049322059,"ssf","mf.is","exp","unif",158,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.20",1.11888286484945,0.412188892803597,1.82557683689531,"ssf","mf.is","exp","unif",500,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.21",1.34901972978093,0.657215384986187,2.04082407457568,"ssf","mf.ss","gamma","vonmises",5,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.22",1.46490328300427,0.778800384904119,2.15100618110442,"ssf","mf.ss","gamma","vonmises",15,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.23",1.52465736397965,0.812621140418905,2.23669358754039,"ssf","mf.ss","gamma","vonmises",50,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.24",1.61924629353837,0.917870658082883,2.32062192899386,"ssf","mf.ss","gamma","vonmises",158,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.25",1.46679263527081,0.773304148388532,2.1602811221531,"ssf","mf.ss","gamma","vonmises",500,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.26",1.43873319588466,0.718968533172202,2.15849785859711,"ssf","mf.ss","gamma","unif",5,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.27",1.52152075994713,0.830522229602705,2.21251929029156,"ssf","mf.ss","gamma","unif",15,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.28",1.4786481836027,0.764285099337586,2.19301126786781,"ssf","mf.ss","gamma","unif",50,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.29",1.53335055404389,0.836744295832019,2.22995681225577,"ssf","mf.ss","gamma","unif",158,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.30",1.45647222384715,0.766983933694612,2.1459605139997,"ssf","mf.ss","gamma","unif",500,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.31",2.34865194250732,1.53646816015855,3.1608357248561,"ssf","mf.ss","exp","vonmises",5,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.32",1.87364654008752,1.22220561567877,2.52508746449626,"ssf","mf.ss","exp","vonmises",15,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.33",1.97585956132045,1.30008666938053,2.65163245326037,"ssf","mf.ss","exp","vonmises",50,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.34",2.00091703815344,1.34142645435003,2.66040762195685,"ssf","mf.ss","exp","vonmises",158,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.35",2.03621859728071,1.36588369267236,2.70655350188906,"ssf","mf.ss","exp","vonmises",500,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.36",2.03244675047522,1.2711645127074,2.79372898824303,"ssf","mf.ss","exp","unif",5,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.37",2.24517736632467,1.55225888490117,2.93809584774817,"ssf","mf.ss","exp","unif",15,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.38",2.05731425285622,1.3916932132158,2.72293529249663,"ssf","mf.ss","exp","unif",50,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.39",1.93674638737567,1.2623641527951,2.61112862195624,"ssf","mf.ss","exp","unif",158,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_1_KINGCOBRA.40",1.99638453790335,1.33033323129689,2.66243584450981,"ssf","mf.ss","exp","unif",500,"ssfOUT_30_0.5_1_KINGCOBRA","KINGCOBRA",1,2,30,"preference"
"ssfOUT_30_0.5_2_BADGER.1",0.415848986028049,0.13975210813168,0.691945863924419,"ssf","mf.is","gamma","vonmises",5,"ssfOUT_30_0.5_2_BADGER","BADGER",2,2,30,"preference"
"ssfOUT_30_0.5_2_BADGER.2",0.539646501067256,0.282610141246579,0.796682860887933,"ssf","mf.is","gamma","vonmises",15,"ssfOUT_30_0.5_2_BADGER","BADGER",2,2,30,"preference"
"ssfOUT_30_0.5_2_BADGER.3",0.481270161114814,0.22403164024281,0.738508681986817,"ssf","mf.is","gamma","vonmises",50,"ssfOUT_30_0.5_2_BADGER","BADGER",2,2,30,"preference"
"ssfOUT_30_0.5_2_BADGER.4",0.453095901525511,0.197458404859837,0.708733398191186,"ssf","mf.is","gamma","vonmises",158,"ssfOUT_30_0.5_2_BADGER","BADGER",2,2,30,"preference"
"ssfOUT_30_0.5_2_BADGER.5",0.462739087648968,0.208671569825216,0.71680660547272,"ssf","mf.is","gamma","vonmises",500,"ssfOUT_30_0.5_2_BADGER","BADGER",2,2,30,"preference"
"ssfOUT_30_0.5_2_BADGER.6",0.263524467592346,-0.0126210199649867,0.539669955149678,"ssf","mf.is","gamma","unif",5,"ssfOUT_30_0.5_2_BADGER","BADGER",2,2,30,"no effect"
"ssfOUT_30_0.5_2_BADGER.7",0.466441680073081,0.202596883408161,0.730286476738001,"ssf","mf.is","gamma","unif",15,"ssfOUT_30_0.5_2_BADGER","BADGER",2,2,30,"preference"
"ssfOUT_30_0.5_2_BADGER.8",0.421862481530247,0.164369595199765,0.679355367860728,"ssf","mf.is","gamma","unif",50,"ssfOUT_30_0.5_2_BADGER","BADGER",2,2,30,"preference"
"ssfOUT_30_0.5_2_BADGER.9",0.471967624562577,0.216724570271627,0.727210678853526,"ssf","mf.is","gamma","unif",158,"ssfOUT_30_0.5_2_BADGER","BADGER",2,2,30,"preference"
"ssfOUT_30_0.5_2_BADGER.10",0.463520839111264,0.208431391285812,0.718610286936717,"ssf","mf.is","gamma","unif",500,"ssfOUT_30_0.5_2_BADGER","BADGER",2,2,30,"preference"
"ssfOUT_30_0.5_2_BADGER.11",0.539424284636471,0.264305112983938,0.814543456289005,"ssf","mf.is","exp","vonmises",5,"ssfOUT_30_0.5_2_BADGER","BADGER",2,2,30,"preference"
"ssfOUT_30_0.5_2_BADGER.12",0.480819021911868,0.22498443864892,0.736653605174816,"ssf","mf.is","exp","vonmises",15,"ssfOUT_30_0.5_2_BADGER","BADGER",2,2,30,"preference"
"ssfOUT_30_0.5_2_BADGER.13",0.459491718937622,0.199774506490682,0.719208931384562,"ssf","mf.is","exp","vonmises",50,"ssfOUT_30_0.5_2_BADGER","BADGER",2,2,30,"preference"
"ssfOUT_30_0.5_2_BADGER.14",0.504308015238647,0.250036385656104,0.758579644821191,"ssf","mf.is","exp","vonmises",158,"ssfOUT_30_0.5_2_BADGER","BADGER",2,2,30,"preference"
